"1","1","1","1"
"2","2","1","1"
"3","3","1","1"
"4","4","1","1"
"5","5","1","1"
"6","6","1","1"
"7","7","1","1"
"8","8","1","1"
"9","9","1","1"
"10","10","1","1"
"11","11","1","1"
"12","12","2","2"
"13","13","2","2"
"14","14","2","2"
"15","15","2","2"
"16","16","2","2"
"17","17","2","2"
"18","18","2","2"
"19","19","2","2"
"20","20","2","2"
